,Postcode,latitude,longitude,Straat,Netnummer,Postcodenummer,Buurt,Wijk,Plaats,Gemeente,Provincie,Straten
0,1059 BV,52.346156709352,4.847356884347,"
Generaal Vetterstraat 2 - 24 

",020,1059,Aalsmeerwegbuurt Oost,Hoofddorppleinbuurt,Amsterdam,Amsterdam,Noord-Holland,
0,5682 JP,51.522232689876,5.3905567129997,"
Dijkbeemd 1 - 11 

",0499,5682,Buitengebied,Wijk 00 Best,Best,Best,Noord-Brabant,
0,1083 TT,52.332583228305,4.8844277562734,"
Havikshorst 2 - 50 

",020,1083,Buitenveldert Oost Midden,Buitenveldert-Oost,Amsterdam,Amsterdam,Noord-Holland,
0,2555 TL,52.070281167805,4.2387259815708,"
Dotterbloemlaan 65 - 91 

",070,2555,Bohemen en Meer en Bos,Wijk 14 Bohemen en Meer en Bos,Den Haag,'s-Gravenhage,Zuid-Holland,
0,9718 AS,53.215010758534,6.557994737331,"
Westerkade 15 - 24 

",050,9718,Binnenstad-West,Centrum,Groningen,Groningen,Groningen,
0,3555 ER,52.119623793723,5.0748627682955,"
Burgemeester Norbruislaan 396 - 434 

",030,3555,Zuilen-Noord,Wijk 02 Noordwest,Utrecht,Utrecht,Utrecht,
0,2562 TX,52.070756376926,4.2797854095175,"
De Réaumurstraat 2 - 32 

",070,2562,Valkenboskwartier,Wijk 20 Valkenboskwartier,Den Haag,'s-Gravenhage,Zuid-Holland,
0,1261 ZW,52.290485088667,5.2722544270372,"
Stroomzijde 1 - 98 

",035,1261,Blaricummermeent,Blaricum,Blaricum,Blaricum,Noord-Holland,
0,3742 AA,52.21199278957,5.300120621881,"
Tromplaan 1 - 33 

",035,3742,Schoonoordpark,Wijk 00 Baarn,Baarn,Baarn,Utrecht,
0,6821 CJ,51.989443098039,5.912293251112,"
Van Slichtenhorststraat 1 - 27 

",026,6821,Graaf Ottoplein e.o.,St. Marten/Sonsbeek,Arnhem,Arnhem,Gelderland,
0,7411 CW,52.250662442776,6.1656284154345,"
Raamstraat 12 - 92 

",0570,7411,Raambuurt,Wijk 1 Binnenstad,Deventer,Deventer,Overijssel,
0,1087 NE,52.346569167573,5.0110190766126,"
Emmy Andriessestraat 411 - 586 

",020,1087,Haveneiland Oost,IJburg Zuid,Amsterdam,Amsterdam,Noord-Holland,
0,1403 RH,52.265423196073,5.1703334424331,"
Laarderweg 141 - 181 

",035,1403,Midden Eng-West,Eng,Bussum,Gooise Meren,Noord-Holland,
0,1181 AL,52.3208032814,4.8629594307556,"
Oosterhoutlaan 11 - 37 

",020,1181,Randwijck Oost,Randwijck,Amstelveen,Amstelveen,Noord-Holland,
0,7514 AK,52.225157826064,6.8842781570951,"
Hengelosestraat 84 - 118 

",053,7514,Boddenkamp,Wijk 00 Binnensingelgebied,Enschede,Enschede,Overijssel,
0,2561 TR,52.076849353971,4.2793086966153,"
Daguerrestraat 139 - 173 

",070,2561,Koningsplein en omgeving,Wijk 21 Regentessekwartier,Den Haag,'s-Gravenhage,Zuid-Holland,
0,9711 NA,53.217568953541,6.5679497398036,"
Gelkingestraat 1 - 25 

",050,9711,Binnenstad-Zuid,Centrum,Groningen,Groningen,Groningen,
0,2514 KE,52.086516245115,4.3105899342142,"
Prinses Mariestraat 4 - 20 

",070,2514,Willemspark,Wijk 23 Willemspark,Den Haag,'s-Gravenhage,Zuid-Holland,
0,2518 GT,52.083574813062,4.2930347174434,"
Zoutmanstraat 72 - 106 

",070,2518,Zeeheldenkwartier,Wijk 22 Zeeheldenkwartier,Den Haag,'s-Gravenhage,Zuid-Holland,
0,8111 ND,52.316538495795,6.2732326419106,"
Zonnenbergerdijk 1 - 24 

",0572,8111,Verspreide huizen Heeten,Wijk 02 Heeten,Heeten,Raalte,Overijssel,
0,1404 DN,52.27592760302,5.160138418017,"
Julianaplein 26 - 88 

",035,1404,Raadhuisplein,Bussum Centrum,Bussum,Gooise Meren,Noord-Holland,
0,2596 XZ,52.089983513267,4.317716835654,"
Mesdagstraat 74 - 120 

",070,2596,Nassaubuurt,Wijk 04 Benoordenhout,Den Haag,'s-Gravenhage,Zuid-Holland,
0,3511 AD,52.093910802375,5.1163381838669,"
Oudegracht 55 - 91 

",030,3511,Wijk C,Wijk 06 Binnenstad,Utrecht,Utrecht,Utrecht,
0,2565 KH,52.077103624272,4.2710359637946,"
Acaciastraat 166 - 178 

",070,2565,Bomenbuurt,Wijk 12 Bomen- en Bloemenbuurt,Den Haag,'s-Gravenhage,Zuid-Holland,
0,2596 EP,52.093307701773,4.3245845856611,"
Van Hoytemastraat 69 - 113 

",070,2596,Van Hoytemastraat en omgeving,Wijk 04 Benoordenhout,Den Haag,'s-Gravenhage,Zuid-Holland,
0,9724 BC,53.210811496131,6.5721273122236,"
Lodewijkstraat 2 - 12 

",050,9724,Oosterpoort,Oud-Zuid,Groningen,Groningen,Groningen,
0,1622 EG,52.637364113098,5.0365435194028,"
Poolster 95 - 107 

",0229,1622,Grote Waal - Buurt 13 04,Wijk 13 Grote Waal,Hoorn,Hoorn,Noord-Holland,
0,2042 LA,52.375258480351,4.5307769560273,"
Zeestraat 33 - 51 

",023,2042,Centrum,Zandvoort Zuid,Zandvoort,Zandvoort,Noord-Holland,
0,6826 KV,51.984095075021,5.9500146739935,"
Cloekplein 84 - 122 

",026,6826,Winkelcentrum,Presikhaaf-Oost,Arnhem,Arnhem,Gelderland,
0,5623 AX,51.454993907185,5.4763291812988,"
Veldmaarschalk Montgomerylaan 783 - 845 

",040,5623,Kronehoef,Wijk 14 Stadsdeel Woensel-Zuid,Eindhoven,Eindhoven,Noord-Brabant,
0,2011 AS,52.382974265831,4.6443838851589,"
Scheepmakersdijk 3 - 75 

",023,2011,Burgwal,Oude Stad,Haarlem,Haarlem,Noord-Holland,
0,3122 HK,51.933795996683,4.3688774146398,"
Rossinistraat 1 - 23 

",010,3122,Groenoord-Noord,Wijk 07 Groenoord en Kethel,Schiedam,Schiedam,Zuid-Holland,
0,2629 HM,51.991024027616,4.3726954158288,"
Wassenaarstraat 1 - 22 

",015,2629,Bedrijventerrein Rotterdamseweg-Zuid,Wijk 29 Ruiven,Delft,Delft,Zuid-Holland,
0,3562 AV,52.117725588674,5.1234581506765,"
Jaap Edendreef 2 - 58 

",030,3562,Neckardreef en omgeving,Wijk 03 Overvecht,Utrecht,Utrecht,Utrecht,
0,1053 BJ,52.366249335252,4.863600833715,"
Bellamystraat 81 - 127 

",020,1053,Bellamybuurt Zuid,Kinkerbuurt,Amsterdam,Amsterdam,Noord-Holland,
0,1421 AC,52.233256466742,4.8329218235302,"
Marktplein 1 - 61 

",0297,1421,Dorpscentrumcentrum,Wijk 15 Dorpscentrum,Uithoorn,Uithoorn,Noord-Holland,
0,7316 GH,52.229170974767,5.9587950561145,"
Voltastraat 1 - 41 

",055,7316,Kerschoten,Noord,Apeldoorn,Apeldoorn,Gelderland,
0,1404 GZ,52.271420001966,5.1613769062243,"
Burgemeester de Bordesstraat 2 - 88 

",035,1404,Brinklaan,Bussum Centrum,Bussum,Gooise Meren,Noord-Holland,
0,1012 CK,52.370143223183,4.8966183530001,"
Rusland 3 - 29 

",020,1012,BG-terrein e.o.,Burgwallen-Oude Zijde,Amsterdam,Amsterdam,Noord-Holland,
0,1021 GN,52.385389352118,4.9171157764404,"
Leeuwerikstraat 52 - 68 

",020,1021,Vogelbuurt Zuid,IJplein/Vogelbuurt,Amsterdam,Amsterdam,Noord-Holland,
0,1541 WP,52.458362474604,4.8001364094943,"
Doppenmolen 1 - 35 

",075,1541,Westerkoog,Wijk 32 Westerkoog,Koog aan de Zaan,Zaanstad,Noord-Holland,
0,3513 VM,52.098371176248,5.1087476301368,"
Stroomstraat 10 - 47 

",030,3513,Pijlsweerd-Zuid,Wijk 02 Noordwest,Utrecht,Utrecht,Utrecht,
0,6711 HA,52.04328156295,5.6717045021883,"
Arnhemseweg 2 - 22 

",0318,6711,Centrum Ede,Ede-Oost,Ede,Ede,Gelderland,
0,1394 GR,52.272809491755,5.0478492991247,"
Dammerweg 71 - 86 

",0294,1394,Splegelpolder,Wijk 06 Nederhorst den Berg,Nederhorst den Berg,Wijdemeren,Noord-Holland,
0,1075 TV,52.353891239606,4.854875868252,"
Eerste Schinkelstraat 1 - 23 

",020,1075,Schinkelbuurt Noord,Schinkelbuurt,Amsterdam,Amsterdam,Noord-Holland,
0,1051 JJ,52.379861397183,4.8694006478425,"
Schaepmanstraat 172 - 250 

",020,1051,Buyskade e.o.,Staatsliedenbuurt,Amsterdam,Amsterdam,Noord-Holland,
0,3067 JL,51.94594932967,4.5385939239854,"
Godijn van Dormaalstraat 136 - 152 

",010,3067,Het Lage Land,Prins Alexander,Rotterdam,Rotterdam,Zuid-Holland,
0,1211 BR,52.225004321328,5.1721089813238,"
Godijn van Dormaalstraat 136 - 152 

",035,1211,Centrum,Centrum,Hilversum,Hilversum,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1072 BV,52.35575903386,4.8884186612128,"
Frans Halsstraat 68 - 78 

",020,1072,Frans Halsbuurt,Oude Pijp,Amsterdam,Amsterdam,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,5025 DP,51.549755425559,5.0701807240014,"
Calandhof 4 - 56 

",013,5025,Uitvindersbuurt,Trouwlaan - Uitvindersbuurt,Tilburg,Tilburg,Noord-Brabant,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,2171 KN,52.220509719866,4.5125526213173,"
Arend 51 - 406 

",0252,2171,Sassenheim,Wijk 00 Sassenheim,Sassenheim,Teylingen,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,3022 BB,51.918364892756,4.452440160568,"
Burgemeester Meineszlaan 37 - 57 

",010,3022,Nieuwe Westen,Delfshaven,Rotterdam,Rotterdam,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1405 GW,52.274638568087,5.1563650457704,"
Graaf Wichmanlaan 13 - 13 

",035,1405,Schimmellaan,Spiegel,Bussum,Gooise Meren,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,2011 KX,52.385407601295,4.6400846543162,"
Parklaan 40 - 78 

",023,2011,Stationsbuurt,Oude Stad,Haarlem,Haarlem,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1016 DJ,52.373869895841,4.8838223737273,"
Westermarkt 17 - 37 

",020,1016,Felix Meritisbuurt,Grachtengordel-West,Amsterdam,Amsterdam,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,3582 JB,52.078815506156,5.1355915852139,"
Rubenslaan 51 - 57 

",030,3582,Rubenslaan en omgeving,Wijk 05 Oost,Utrecht,Utrecht,Utrecht,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,6224 XD,50.855926240095,5.7117731113888,"
Burgemeester Bauduinstraat 44 - 88 

",043,6224,Wittevrouwenveld,Wijk 04 Buitenwijk Oost,Maastricht,Maastricht,Limburg,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,5554 AD,51.353802945625,5.460417958764,"
Eindhovenseweg 50 - 90 

",040,5554,Centrum,Wijk 00 Valkenswaard,Valkenswaard,Valkenswaard,Noord-Brabant,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,6828 HV,51.979948691631,5.9164173683637,"
Eusebiusbuitensingel 10 - 24 

",026,6828,Boulevardwijk,Spijkerkwartier,Arnhem,Arnhem,Gelderland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1073 KZ,52.349614620767,4.9020995577411,"
David Blesstraat 1 - 11 

",020,1073,Burgemeester Tellegenbuurt Oost,Zuid Pijp,Amsterdam,Amsterdam,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,2225 XN,52.206359588997,4.4025192528132,"
Sluisweg 60 - 76 

",071,2225,De Noord,Katwijk aan Zee,Katwijk,Katwijk,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1017 EN,52.364207341512,4.8888482903171,"
Keizersgracht 578 - 594 

",020,1017,Spiegelbuurt,Grachtengordel-Zuid,Amsterdam,Amsterdam,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,2522 GM,52.057393579678,4.3247316637289,"
Linnaeusstraat 235 - 269 

",070,2522,Laakkwartier-Oost,Wijk 38 Laakkwartier en Spoorwijk,Den Haag,'s-Gravenhage,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1811 GP,52.631870809062,4.7437722743571,"
Koorstraat 2 - 30 

",072,1811,Binnenstad-West,Centrum,Alkmaar,Alkmaar,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1186 HC,52.282868723869,4.8704112953941,"
Kringloop 367 - 429 

",020,1186,Kringloopbuurt,Groenelaan,Amstelveen,Amstelveen,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1012 AJ,52.376275877646,4.8998125208327,"
Sint Olofspoort 1 - 9 

",020,1012,Kop Zeedijk,Burgwallen-Oude Zijde,Amsterdam,Amsterdam,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1106 DS,52.298989331064,4.9876345378085,"
Wamelplein 91 - 161 

",020,1106,Gein Noordwest,Gein,Amsterdam,Amsterdam,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,3073 ZT,51.896408860685,4.4991700303501,"
Zwederstraat 38 - 54 

",010,3073,Bloemhof,Feijenoord,Rotterdam,Rotterdam,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,5211 NG,51.689305071436,5.3090386529799,"
In den Boerenmouw 1 - 30 

",073,5211,Binnenstad-Oost,Binnenstad,'s-Hertogenbosch,'s-Hertogenbosch,Noord-Brabant,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,2719 TJ,52.034149682289,4.4829007332174,"
Hardsteen 1 - 91 

",079,2719,Rokkeveen-Oost,Rokkeveen,Zoetermeer,Zoetermeer,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,2555 EP,52.067152686349,4.2401149986635,"
Pinksterbloemplein 40 - 56 

",070,2555,Bohemen en Meer en Bos,Wijk 14 Bohemen en Meer en Bos,Den Haag,'s-Gravenhage,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,5211 TW,51.690184160013,5.2972448786761,"
Stationsweg 2 - 26 

",073,5211,Het Zand,Binnenstad,'s-Hertogenbosch,'s-Hertogenbosch,Noord-Brabant,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,5021 AN,51.550638415236,5.1007161737273,"
Fatimastraat 2 - 28 

",013,5021,Fatima Oost,Fatima,Tilburg,Tilburg,Noord-Brabant,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1336 LJ,52.403552931958,5.324418108123,"
Jan Dirk van Exterlaan 2 - 38 

",036,1336,Stripheldenbuurt,Wijk 03 Almere Buiten,Almere,Almere,Flevoland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,6814 GG,51.986864157428,5.8978111793386,"
Amsterdamseweg 72 - 100 

",026,6814,Burgemeesterswijk,Burgemeesterswijk/Hoogkamp,Arnhem,Arnhem,Gelderland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,3039 ZK,51.929996230698,4.460747139926,"
Dresselhuysstraat 24 - 30 

",010,3039,Blijdorp,Noord,Rotterdam,Rotterdam,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,3024 RS,51.909249580761,4.449008122906,"
Voorstraat 1 - 13 

",010,3024,Delfshaven,Delfshaven,Rotterdam,Rotterdam,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,3572 BC,52.095302941798,5.1283742919962,"
Biltstraat 30 - 48 

",030,3572,Wittevrouwen,Wijk 04 Noordoost,Utrecht,Utrecht,Utrecht,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,5709 DK,51.475343849224,5.7091000350652,"
Utrechtplein 2 - 20 

",0492,5709,Rijpelberg-Oost,Wijk 18 Rijpelberg,Helmond,Helmond,Noord-Brabant,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1187 ED,52.272172533988,4.8364288475931,"
Sint Janskruidlaan 2 - 486 

",020,1187,Kruidenbuurt,Westwijk Zuid,Amstelveen,Amstelveen,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,5612 NE,51.446298142294,5.4687005828231,"
Lijmbeekstraat 231 - 251 

",040,5612,Limbeek-Noord,Wijk 14 Stadsdeel Woensel-Zuid,Eindhoven,Eindhoven,Noord-Brabant,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,7421 GS,52.246906525218,6.2284199445764,"
Omerinkweg 2 - 56 

",0570,7421,Essenerveld,Wijk 10 Colmschate-Zuid,Deventer,Deventer,Overijssel,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,3073 HJ,51.892866431602,4.4946399108785,"
Putsebocht 185 - 203 

",010,3073,Bloemhof,Feijenoord,Rotterdam,Rotterdam,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,3207 MS,51.828068446088,4.3731700087563,"
Selma Lagerlöfstraat 2 - 272 

",0181,3207,Maaswijk-Zuidoost,Maaswijk,Spijkenisse,Nissewaard,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,2563 BA,52.078043000394,4.2757114655571,"
Laan van Meerdervoort 336 - 348 

",070,2563,Valkenboskwartier,Wijk 20 Valkenboskwartier,Den Haag,'s-Gravenhage,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,3431 LE,52.028564379418,5.082660602019,"
Markt 200 - 224 

",030,3431,Stadscentrum,Stadscentrum,Nieuwegein,Nieuwegein,Utrecht,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,8507 CL,52.924712244062,5.8256784685154,"
De Bongerd 2 - 104 

",0513,8507,Rohel,Wijk 35 Rohel,Rohel,De Fryske Marren,Friesland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1058 ET,52.363773542024,4.8434871971637,"
Nachtwachtlaan 504 - 521 

",020,1058,Rembrandtpark Zuid,Overtoomse Veld,Amsterdam,Amsterdam,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,8916 BN,53.206010651552,5.7807708929645,"
Kwartelstraat 2 - 36 

",058,8916,Vogelwijk,Sonnenborgh e.o.,Leeuwarden,Leeuwarden,Friesland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,6538 TJ,51.823540211806,5.7945147273505,"
Zwanenveld 8301 - 8336 

",024,6538,Zwanenveld,Wijk 07 Dukenburg,Nijmegen,Nijmegen,Gelderland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1324 HH,52.363393797554,5.2114279195614,"
Elburgkade 1 - 22 

",036,1324,Stedenwijk,Wijk 02 Almere Stad,Almere,Almere,Flevoland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,2903 AC,51.931824950483,4.5921914705494,"
Duikerlaan 144 - 402 

",010,2903,Alkenoord,Middelwatering Oost,Capelle aan den IJssel,Capelle aan den IJssel,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,6543 JL,51.830468447746,5.8280641375294,"
Graafse Ringweg 32 - 64 

",024,6543,Heseveld,Wijk 04 Nijmegen-Nieuw-West,Nijmegen,Nijmegen,Gelderland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1181 HK,52.315809712594,4.8640639148699,"
Terschellingstraat 2 - 66 

",020,1181,Randwijck Oost,Randwijck,Amstelveen,Amstelveen,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,9746 BV,53.234191787093,6.5027248522364,"
De Cockstraat 1 - 51 

",050,9746,Gravenburg,Hoogkerk e.o.,Groningen,Groningen,Groningen,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,2324 HE,52.141305170649,4.476542437299,"
Bachstraat 594 - 640 

",071,2324,Fortuinwijk-Zuid,Bos- en Gasthuisdistrict,Leiden,Leiden,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,2552 XH,52.056217163642,4.2499716094908,"
Dirk Buserf 48 - 100 

",070,2552,Houtwijk,Wijk 17 Loosduinen,Den Haag,'s-Gravenhage,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,6211 BZ,50.853757176266,5.691044631933,"
Hoogzwanenstraat 100 - 155 

",043,6211,Boschstraatkwartier,Wijk 00 Centrum,Maastricht,Maastricht,Limburg,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,2273 DE,52.082879082431,4.3585503882165,"
Prinses Irenelaan 200 - 246 

",070,2273,Bovenveen,Wijk 10 Bovenveen,Voorburg,Leidschendam-Voorburg,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1432 PK,52.277190183255,4.8091893037318,"
Zeeltstraat 1 - 91 

",0297,1432,Oosteinde,Wijk 02 Oosteinde,Aalsmeer,Aalsmeer,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,3826 GR,52.204649377501,5.4210923335268,"
Baak van Katwijk 2 - 154 

",033,3826,Hogesteeg,Wijk 31 Vathorst-De Laak,Amersfoort,Amersfoort,Utrecht,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1016 PJ,52.371930469278,4.8802704718401,"
Laurierstraat 61 - 89 

",020,1016,Elandsgrachtbuurt,Jordaan,Amsterdam,Amsterdam,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,5211 AM,51.686907618604,5.2936001429211,"
Guldenvliesstraat 1 - 25 

",073,5211,Het Zand,Binnenstad,'s-Hertogenbosch,'s-Hertogenbosch,Noord-Brabant,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1056 HD,52.372735210074,4.860096039532,"
Bestevâerstraat 1 - 11 

",020,1056,Trompbuurt,Geuzenbuurt,Amsterdam,Amsterdam,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,5025 MP,51.552576884146,5.0690791911512,"
Diepenstraat 1 - 49 

",013,5025,Schildersbuurt Zuid,Korvel,Tilburg,Tilburg,Noord-Brabant,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,9367 PK,53.116205302511,6.2530544156072,"
Plantsoen 24 - 44 

",0594,9367,De Wilp (gedeeltelijk),Wijk 01 De Wilp,De Wilp,Westerkwartier,Groningen,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1016 RK,52.370456973049,4.8778576623651,"
Lauriergracht 115 - 127 

",020,1016,Elandsgrachtbuurt,Jordaan,Amsterdam,Amsterdam,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1231 KT,52.185128854208,5.097192315135,"
Nieuw-Loosdrechtsedijk 193 - 215 

",035,1231,Boomhoek,Wijk 04 Nieuw-Loosdrecht,Loosdrecht,Wijdemeren,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,3081 SH,51.893979438145,4.4898364322689,"
Groepstraat 43 - 59 

",010,3081,Tarwewijk,Charlois,Rotterdam,Rotterdam,Zuid-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1079 AS,52.342187283262,4.895303795654,"
Rooseveltlaan 207 - 213 

",020,1079,Scheldebuurt West,Scheldebuurt,Amsterdam,Amsterdam,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,3564 AE,52.117192523351,5.1094302873048,"
Tafelbergdreef 150 - 178 

",030,3564,Zambesidreef en omgeving,Wijk 03 Overvecht,Utrecht,Utrecht,Utrecht,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1059 TA,52.349820090564,4.8474870338385,"
Woestduinstraat 146 - 156 

",020,1059,Aalsmeerwegbuurt West,Hoofddorppleinbuurt,Amsterdam,Amsterdam,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
0,1111 KE,52.344052534239,4.9601577145259,"
Aristide Briandstraat 1 - 18 

",020,1111,Ruimzicht-West,Wijk 01 Diemen-Centrum,Diemen,Diemen,Noord-Holland,"
's-Gravelandseweg 2 - 10 

Keiplein 1 - 1 

"
