,Postcode,latitude,longitude,Straat,Netnummer,Postcodenummer,Buurt,Wijk,Plaats,Gemeente,Provincie,Straten
0,1083 DB,52.3251605977,4.8811175279914,"
Kanteel 29 - 76 

",020,1083,Buitenveldert Zuidoost,Buitenveldert-Oost,Amsterdam,Amsterdam,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,3823 DM,52.187780481149,5.392408834463,"
Hugo de Vries-serre 1 - 16 

",033,3823,Gesloten Stad,Wijk 21 Kattenbroek,Amersfoort,Amersfoort,Utrecht,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,6415 PX,50.897362170605,5.9814066271902,"
Schandelerboord 1 - 15 

",045,6415,Burettestraat en omgeving,Wijk 32 Meezenbroek-Schaesbergerveld,Heerlen,Heerlen,Limburg,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,2512 CB,52.075073977572,4.310150476012,"
Lutherse Burgwal 1 - 44 

",070,2512,Zuidwal,Wijk 28 Centrum,Den Haag,'s-Gravenhage,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,2611 GP,52.011219434373,4.3582362451235,"
Markt 1 - 31 

",015,2611,Centrum,Wijk 11 Binnenstad,Delft,Delft,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,1811 AJ,52.627370340075,4.7523310064314,"
Oosterburgstraat 1 - 25 

",072,1811,Binnenstad-Oost,Centrum,Alkmaar,Alkmaar,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,2526 KL,52.070490811586,4.3023753992781,"
Herderslaan 1 - 47 

",070,2526,Schildersbuurt-Noord,Wijk 29 Schildersbuurt,Den Haag,'s-Gravenhage,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,5021 WP,51.548079445249,5.0777576667298,"
Trouwlaan 148 - 196 

",013,5021,Trouwlaan,Trouwlaan - Uitvindersbuurt,Tilburg,Tilburg,Noord-Brabant,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,1083 EE,52.327617337917,4.8840151316444,"
Van Nijenrodeweg 72 - 91 

",020,1083,Buitenveldert Zuidoost,Buitenveldert-Oost,Amsterdam,Amsterdam,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,2312 JC,52.158484129509,4.4919261023355,"
Nieuwe Rijn 11 - 23 

",071,2312,Pancras-West,Binnenstad-Noord,Leiden,Leiden,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,5042 HW,51.572089939223,5.0595747945202,"
Benedictusstraat 3 - 33 

",013,5042,Jagersbuurt Oost,Het Zand,Tilburg,Tilburg,Noord-Brabant,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,6211 NC,50.848569820072,5.6785726345814,"
Hertogsingel 1 - 29 

",043,6211,Kommelkwartier,Wijk 00 Centrum,Maastricht,Maastricht,Limburg,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,3015 BC,51.915826041492,4.468214976826,"
Nieuwe Binnenweg 70 - 88 

",010,3015,Oude Westen,Rotterdam Centrum,Rotterdam,Rotterdam,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,4811 HV,51.586955566621,4.7773798167765,"
Halstraat 1 - 31 

",076,4811,City,Breda Centrum,Breda,Breda,Noord-Brabant,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,6461 ES,50.861647635758,6.0641407224797,"
Einderstraat 102 - 122 

",045,6461,Kerkrade-Centrum,Wijk 01 Kerkrade-Oost,Kerkrade,Kerkrade,Limburg,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,2651 LP,52.028225387234,4.4803614300471,"
Noordeindseweg 400 - 448 

",010,2651,Noordeinde,Wijk 24 Noordeinde,Berkel en Rodenrijs,Lansingerland,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,1191 WL,52.299439018067,4.9182960877749,"
Ferdinand Bol 1 - 22 

",020,1191,Ouderkerk aan de Amstel,Wijk 00,Ouderkerk aan de Amstel,Ouder-Amstel,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,4811 PG,51.581828490717,4.77561366275,"
Godevaert Montensstraat 2 - 56 

",076,4811,Chassé,Breda Centrum,Breda,Breda,Noord-Brabant,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,6041 HS,51.191280829367,5.9916503751059,"
Willem II Singel 2 - 28 

",0475,6041,Binnenstad,Wijk 00 Centrum,Roermond,Roermond,Limburg,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,1108 ES,52.310316893581,4.9828813466713,"
Leksmondhof 109 - 134 

",020,1108,L-buurt,Nellestein,Amsterdam,Amsterdam,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,5508 VG,51.426932010223,5.3927934804135,"
Dommelshei 2 - 62 

",040,5508,Heikant-Oost,Wijk 01 Noordelijk Woongebied,Veldhoven,Veldhoven,Noord-Brabant,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,2811 HK,52.025783631373,4.738477186441,"
Korssendijk 9 - 32 

",0182,2811,Platteweg,Wijk 07 Reeuwijk Brug,Reeuwijk,Bodegraven-Reeuwijk,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,4819 CA,51.577109028169,4.7706482731765,"
Graaf Hendrik III laan 1 - 71 

",076,4819,Boeimeer,Breda Zuid,Breda,Breda,Noord-Brabant,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,1435 ER,52.26990118752,4.7214800394332,"
Aalsmeerderweg 680 - 728 

",0297,1435,Rijsenhout Omgeving,Rijsenhout,Rijsenhout,Haarlemmermeer,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,3572 BB,52.095243810356,5.1276824852951,"
Biltstraat 16 - 28 

",030,3572,Wittevrouwen,Wijk 04 Noordoost,Utrecht,Utrecht,Utrecht,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,3034 HG,51.931222548868,4.4927650617877,"
Crooswijkseweg 83 - 99 

",010,3034,Oud Crooswijk,Kralingen-Crooswijk,Rotterdam,Rotterdam,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,5701 VB,51.479927015298,5.6673993892255,"
Hermelijnstraat 1 - 25 

",0492,5701,Vossenberg,Wijk 10 Binnenstad,Helmond,Helmond,Noord-Brabant,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,6814 AS,51.987396175738,5.9079410065363,"
Paul Krugerstraat 2 - 12 

",026,6814,Transvaalbuurt,Burgemeesterswijk/Hoogkamp,Arnhem,Arnhem,Gelderland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,3083 NJ,51.886792764522,4.4839504965258,"
Walchersestraat 83 - 101 

",010,3083,Carnisse,Charlois,Rotterdam,Rotterdam,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,2573 GT,52.063446327497,4.2878358736395,"
Nunspeetlaan 404 - 426 

",070,2573,Oostbroek-Zuid,Wijk 31 Rustenburg en Oostbroek,Den Haag,'s-Gravenhage,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,3011 JC,51.92355799358,4.4850127675234,"
Meent 29 - 39 

",010,3011,Stadsdriehoek,Rotterdam Centrum,Rotterdam,Rotterdam,Zuid-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,3551 SW,52.100092417116,5.099477070782,"
Asterstraat 1 - 39 

",030,3551,2e Daalsebuurt en omgeving,Wijk 02 Noordwest,Utrecht,Utrecht,Utrecht,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
0,1075 TK,52.352660549552,4.8542884504167,"
Derde Schinkelstraat 19 - 49 

",020,1075,Schinkelbuurt Noord,Schinkelbuurt,Amsterdam,Amsterdam,Noord-Holland,"
Brammelerstraat 1 - 19 

Brammelerdwarsstraat 20 - 20 

"
